VEHICLE_POWER,CARRY_CAPACITY,CUBIC_CAPACITY,VEHICLE_COLOUR_2
,,,ZZ
,,,ZZ
,,450.0,ZZ
,,,ZZ
,,,ZZ
,1038.0,,ZZ
,,3000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,200.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,420.0,,ZZ
,1040.0,,ZZ
,1255.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,830.0,,ZZ
,,,ZZ
,,,ZZ
,595.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,305.0,,ZZ
,1370.0,,ZZ
,,,ZZ
,,3800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,400.0,ZZ
,,,CRM
,,,ZZ
,,,ZZ
,,1000.0,ZZ
,,650.0,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,16060.0,,BLK
,,,ZZ
,,,ZZ
,,,ZZ
,745.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1240.0,,ZZ
,,1000.0,ZZ
,,,ZZ
,,300.0,ZZ
,,,ZZ
,,,ZZ
,90.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3800.0,ZZ
,,,ZZ
,,,ZZ
,1259.0,,ZZ
,980.0,,ZZ
,,,ZZ
,420.0,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,860.0,,ZZ
,,,ZZ
,840.0,,ZZ
,,,ZZ
,,,RED
,,,ZZ
,,,ZZ
,669.0,,ZZ
,,750.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,635.0,,ZZ
,300.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1600.0,ZZ
,,,ZZ
,,,ZZ
,3800.0,,GRN
,,2500.0,ZZ
,,,ZZ
,,,BLU
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2300.0,ZZ
,,,ZZ
,,,ZZ
,,1600.0,ZZ
,,,ZZ
,,,ZZ
,,200.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2400.0,ZZ
,,900.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,ZZ
,,,ZZ
,,,ZZ
,,3400.0,ZZ
,,125.0,BLK
,,,ZZ
,,,ZZ
,,,ZZ
,,3800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,5900.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,5920.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3800.0,ZZ
,1550.0,,ZZ
,,,ZZ
,,,ZZ
,,1000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,5460.0,,ZZ
,,,ZZ
,,,ZZ
,,865.0,WHI
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,16660.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1198.0,ZZ
,,,ZZ
,1025.0,,ZZ
,,,ZZ
,,,ZZ
,6820.0,,ZZ
,6980.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1220.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1700.0,ZZ
,900.0,,ZZ
,,,ZZ
,,,ZZ
,6720.0,,ZZ
,585.0,,ZZ
,,,ZZ
,,,ZZ
,795.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1390.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,690.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1450.0,SIL
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,515.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3000.0,ZZ
,,,ZZ
,,,ZZ
,855.0,,ZZ
,,510.0,ZZ
,,,ZZ
,,,ZZ
,555.0,,ZZ
,,,ZZ
,1043.0,,ZZ
,,1800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1280.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,14100.0,,PNK
,,,ZZ
,1290.0,,ZZ
,586.0,,ZZ
,,3800.0,ZZ
,,,ZZ
,,,ZZ
,1430.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1321.0,2200.0,ZZ
,,,ZZ
,1048.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,690.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,70.0,,GRY
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,895.0,,ZZ
,21120.0,2800.0,ZZ
,,250.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1340.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1300.0,ZZ
,,350.0,ZZ
,,,ZZ
,,2600.0,ZZ
,,,ZZ
,800.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1457.0,,ZZ
,,,ZZ
,13060.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3500.0,GLD
,695.0,,ZZ
,,,ZZ
,,1700.0,ZZ
,,,ZZ
,,1800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1800.0,ZZ
,770.0,,ZZ
,920.0,,ZZ
,,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,15000.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,299.0,BLK
,,,ZZ
,,600.0,ZZ
,,,ZZ
,,,ZZ
,720.0,,ZZ
,5950.0,,ZZ
,971.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3500.0,ZZ
,10170.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,4000.0,ZZ
,7220.0,,ZZ
,,,ZZ
,,3600.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,18660.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,110.0,BLK
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,5000.0,ZZ
,1005.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,400.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,650.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,650.0,BLK
,1150.0,,ZZ
,,,ZZ
,,,ZZ
,,4700.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,125.0,ZZ
,,,ZZ
,,,ZZ
,392.0,,ZZ
,538.0,,FWN
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1030.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,GRN
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1600.0,ZZ
,1265.0,,ZZ
,,250.0,ZZ
,,3000.0,ZZ
,5340.0,,ZZ
,,6000.0,ZZ
,300.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1340.0,ZZ
,,250.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,300.0,,ZZ
,,2200.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,ZZ
,1000.0,,ZZ
,,,ZZ
,,,ZZ
,,1000.0,ZZ
,509.0,,ZZ
,940.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,739.0,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,6820.0,,ZZ
,,,ZZ
,,,ZZ
,,3800.0,ZZ
,,700.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1305.0,,ZZ
,,,ZZ
,,,ZZ
,,3000.0,ZZ
,,,ZZ
,1251.0,,ZZ
,,4000.0,ZZ
,,,ZZ
,1300.0,,ZZ
,,3000.0,ZZ
,,,ZZ
,,,ZZ
,1060.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2500.0,ZZ
,,150.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1800.0,ZZ
,,,ZZ
,,,ZZ
,,750.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1070.0,,ZZ
,,,ZZ
,,4800.0,ZZ
,1620.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,600.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2900.0,ZZ
,,,ZZ
,951.0,,ZZ
,420.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,729.0,,ZZ
,1015.0,,ZZ
,,,ZZ
,,250.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1783.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,618.0,,ZZ
,,,ZZ
,16480.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,623.0,,ZZ
,,,ZZ
,,,ZZ
,,1800.0,ZZ
,,500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2500.0,ZZ
,,,ZZ
,,450.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2400.0,ZZ
,920.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,300.0,RED
,,,ZZ
,800.0,,ZZ
,,,ZZ
,1139.0,,ZZ
,,,ZZ
,,,ZZ
,475.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,600.0,ZZ
,,4000.0,ZZ
,915.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1811.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,615.0,,ZZ
,773.0,,ZZ
,,1000.0,ZZ
,,3500.0,ZZ
,,,ZZ
,378.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,110.0,WHI
,,,ZZ
,,,ZZ
,,,ZZ
,,3600.0,ZZ
,,2000.0,ZZ
,,,ZZ
,960.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,753.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,RED
,,1700.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1000.0,OGE
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2400.0,ZZ
,1029.0,,ZZ
,1334.0,,ZZ
,,,ZZ
,,,ZZ
,,3000.0,ZZ
,1210.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,977.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2300.0,ZZ
,,296.0,ZZ
,,,ZZ
,,900.0,ZZ
,,,ZZ
,300.0,,ZZ
,1451.0,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,BLK
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,537.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,445.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1600.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,723.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3600.0,ZZ
,,,ZZ
,,,ZZ
,,2500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,4020.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,390.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1216.0,,ZZ
,670.0,,ZZ
,,,ZZ
,,3200.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,WHI
,,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,650.0,ZZ
,,,ZZ
,16860.0,,ZZ
,710.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2700.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2500.0,ZZ
,367.0,,ZZ
,1273.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,650.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1182.0,4000.0,ZZ
,775.0,,ZZ
,,250.0,ZZ
,,350.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,450.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,GRY
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,4500.0,ZZ
,,,ZZ
,,,ZZ
,,,BLU
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,900.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,400.0,ZZ
,,500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,3500.0,,ZZ
,,,ZZ
,520.0,,ZZ
,,,ZZ
,,2500.0,ZZ
,,,ZZ
,7380.0,,ZZ
,,,ZZ
,,,ZZ
,,3000.0,ZZ
,,,ZZ
,,,ZZ
,,1340.0,ZZ
,1061.0,,ZZ
,,2000.0,ZZ
,,,ZZ
,,3600.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1460.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,124.0,ZZ
,,,ZZ
,300.0,,ZZ
,,,ZZ
,,,ZZ
,875.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1600.0,ZZ
,,,ZZ
,,1800.0,ZZ
,1845.0,4900.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2300.0,ZZ
,,,ZZ
,,,ZZ
,,450.0,ZZ
,,,ZZ
,455.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1280.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1700.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,865.0,ZZ
,,,ZZ
,,,ZZ
,3500.0,,ZZ
,,,ZZ
,,,ZZ
,,1000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,ZZ
,,,ZZ
,1307.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1300.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1041.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1584.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,612.0,,ZZ
,441.0,,ZZ
,300.0,,ZZ
,,,RED
,,,ZZ
,,1200.0,ZZ
,396.0,,ZZ
,680.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,500.0,ZZ
,,,ZZ
,,,ZZ
,575.0,,ZZ
,,1200.0,ZZ
,,,ZZ
,,,ZZ
,,,WHI
,,,ZZ
,,,ZZ
,,2500.0,ZZ
,1310.0,,ZZ
,,,ZZ
,6880.0,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,4700.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,390.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,8840.0,,ZZ
,,3000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,510.0,,ZZ
,1440.0,2500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1520.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,650.0,BLK
,,,ZZ
,,,ZZ
,,125.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1210.0,,ZZ
,1535.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,400.0,ZZ
,,,ZZ
,,,ZZ
,705.0,,ZZ
,,1000.0,ZZ
,7300.0,,ZZ
,,,ZZ
,,1400.0,ZZ
,,,ZZ
,,,ZZ
,3360.0,3900.0,ZZ
,,,ZZ
,1075.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2500.0,ZZ
,1430.0,,ZZ
,550.0,,ZZ
,,1000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3000.0,ZZ
,,,ZZ
,,,ZZ
,1825.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,367.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3500.0,ZZ
,8800.0,,ZZ
,,,ZZ
,535.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2400.0,ZZ
,520.0,,ZZ
,3760.0,7000.0,ZZ
,1278.0,,ZZ
,575.0,,ZZ
,,,ZZ
,,3600.0,ZZ
,,890.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,546.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3000.0,ZZ
,1265.0,,ZZ
,,,ZZ
,,,ZZ
,,2200.0,ZZ
,,1690.0,ZZ
,,,ZZ
,,,ZZ
,807.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,1045.0,,ZZ
,,,ZZ
,905.0,,ZZ
,,,ZZ
,,,ZZ
,,600.0,ZZ
,675.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1203.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1020.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1800.0,ZZ
,,,ZZ
,2540.0,,ZZ
,,,ZZ
,,,ZZ
,,,BLK
,,,ZZ
,,1700.0,ZZ
,,2500.0,ZZ
,,,ZZ
,,,ZZ
,,1584.0,ZZ
,,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1070.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1100.0,ZZ
,,900.0,ZZ
,1114.0,,ZZ
,,,GRN
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1500.0,ZZ
,750.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1865.0,,ZZ
,,1100.0,ZZ
,,,ZZ
,1470.0,,ZZ
,,,ZZ
,10960.0,,ZZ
,,,ZZ
,,3800.0,ZZ
,,,ZZ
,300.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,7040.0,,ZZ
,6680.0,,GRN
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2900.0,ZZ
,,2400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3800.0,ZZ
,1020.0,,ZZ
,651.0,,ZZ
,,,ZZ
,,600.0,ZZ
,440.0,,ZZ
,,,ZZ
,,,ZZ
,,650.0,ZZ
,496.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1319.0,,ZZ
,,,ZZ
,,3500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1595.0,,ZZ
,,650.0,ZZ
,,,ZZ
,,500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1380.0,,ZZ
,,600.0,ZZ
,,4000.0,ZZ
,,,ZZ
,,2300.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,17220.0,,BLU
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,13140.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1500.0,,ZZ
,1130.0,,ZZ
,17450.0,,ZZ
,,,ZZ
,,3000.0,ZZ
,,109.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,8100.0,,ZZ
,,,ZZ
,,,ZZ
,1480.0,,ZZ
,,,ZZ
,,,ZZ
,,3800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,WHI
,,,ZZ
,,,ZZ
,,,ZZ
,1090.0,,ZZ
,,400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,,300.0,ZZ
,,,ZZ
,846.0,,ZZ
,,,ZZ
,,,ZZ
,1120.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1077.0,,ZZ
,,,ZZ
,,450.0,ZZ
,,,ZZ
,,,ZZ
,1255.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,760.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2400.0,ZZ
,10640.0,,ZZ
,,,ZZ
,,1000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,900.0,GRN
,,,ZZ
,1079.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,498.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
