VEHICLE_POWER,CARRY_CAPACITY,CUBIC_CAPACITY,VEHICLE_COLOUR_2
,,,ZZ
,,,ZZ
,490.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,848.0,ZZ
,,,ZZ
,,1800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,2900.0,,WHI
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1245.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3600.0,ZZ
,400.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1105.0,,ZZ
,,,ZZ
,,,ZZ
,1050.0,,GRY
,,,ZZ
,,2500.0,ZZ
,,,ZZ
,,2400.0,ZZ
,,3800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,869.0,,ZZ
,,,ZZ
,300.0,,ZZ
,,,ZZ
,,400.0,ZZ
,,,ZZ
,,,ZZ
,1170.0,,ZZ
,,,ZZ
,,,ZZ
,,1000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,18170.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,500.0,,ZZ
,,,ZZ
,,,ZZ
,,749.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1148.0,,ZZ
,,2400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,249.0,ZZ
,,3000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3600.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,300.0,,ZZ
,,,ZZ
,,916.0,ZZ
,5100.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,510.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,880.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,900.0,,ZZ
,,,ZZ
,,,ZZ
,1275.0,2400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1210.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,820.0,,ZZ
,,,ZZ
,,,ZZ
,,250.0,ZZ
,530.0,,ZZ
,,250.0,ZZ
,,,ZZ
,,1100.0,GLD
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1020.0,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3600.0,ZZ
,,3500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1000.0,ZZ
,,,ZZ
,580.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,400.0,ZZ
,,,ZZ
,,,ZZ
,,4300.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,510.0,,ZZ
,,,ZZ
,,125.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,660.0,ZZ
,,3000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1254.0,ZZ
,,,ZZ
,,,ZZ
,,3600.0,ZZ
,,,ZZ
,1025.0,,ZZ
,,,ZZ
,,1000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,953.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2400.0,ZZ
,,,ZZ
,,110.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,960.0,,ZZ
,,,ZZ
,1008.0,,ZZ
,,,ZZ
,,,ZZ
,700.0,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,1200.0,ZZ
,,,ZZ
,,,CRM
,922.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1148.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,635.0,,ZZ
,,3000.0,ZZ
,1115.0,,ZZ
,,,ZZ
,,1400.0,ZZ
,,,ZZ
,,125.0,ZZ
,1165.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1500.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,350.0,BLK
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,635.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1480.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,660.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,962.0,,ZZ
,1360.0,,ZZ
,,,ZZ
,,,ZZ
,,697.0,ZZ
,,,ZZ
,,2000.0,ZZ
,,2400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,690.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3600.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,448.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,ZZ
,,,ZZ
,,2500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1875.0,4200.0,ZZ
,,,ZZ
,,,ZZ
,,655.0,ZZ
,,,ZZ
,,250.0,BLK
,,2500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,920.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,WHI
,,,ZZ
,,,ZZ
,730.0,,ZZ
,,,ZZ
,,1130.0,SIL
,,,ZZ
,,600.0,ZZ
,,,ZZ
,,650.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,580.0,,ZZ
,,125.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,400.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1099.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1500.0,ZZ
,,,ZZ
,,,ZZ
,,3000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3600.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1085.0,,ZZ
,,2400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1000.0,BLK
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1000.0,,ZZ
,,,ZZ
,300.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,830.0,,ZZ
,,,ZZ
,825.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,699.0,,ZZ
,,,ZZ
,1076.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,445.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,3525.0,,ZZ
,,125.0,ZZ
,,,ZZ
,,,ZZ
,1200.0,,ZZ
,,,ZZ
,1165.0,,ZZ
,,,ZZ
,1133.0,,ZZ
,,,ZZ
,,3600.0,ZZ
,,,ZZ
,,2200.0,ZZ
,,,ZZ
,560.0,1800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,3260.0,4900.0,ZZ
,,,ZZ
,,300.0,WHI
,,,ZZ
,,,ZZ
,830.0,,ZZ
,,,ZZ
,,,ZZ
,4500.0,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,,800.0,WHI
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,570.0,,ZZ
,,,ZZ
,,400.0,ZZ
,,,BLK
,,300.0,GRY
,,,ZZ
,912.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,560.0,,ZZ
,,,ZZ
,,,ZZ
,,650.0,ZZ
,,1700.0,ZZ
,,250.0,ZZ
,485.0,,ZZ
,,2000.0,ZZ
,,,ZZ
,,6000.0,ZZ
,,300.0,ZZ
,,,ZZ
,,,ZZ
,575.0,,ZZ
,,,ZZ
,,,ZZ
,420.0,,ZZ
,,,ZZ
,,1500.0,ZZ
,,,ZZ
,1232.0,,ZZ
,,1900.0,ZZ
,,,ZZ
,,,ZZ
,1390.0,,ZZ
,,3600.0,ZZ
,,,ZZ
,,,WHI
,,,ZZ
,,,ZZ
,2020.0,,ZZ
,,,ZZ
,,,ZZ
,,3600.0,ZZ
,1080.0,,ZZ
,,,ZZ
,,,ZZ
,1030.0,,ZZ
,,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,445.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,672.0,4200.0,ZZ
,,,ZZ
,,125.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1332.0,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,14190.0,2000.0,ZZ
,,1170.0,ZZ
,,,ZZ
,1140.0,,ZZ
,1108.0,,ZZ
,,200.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1120.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,7460.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1125.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,300.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1370.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3800.0,ZZ
,,1150.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1075.0,,ZZ
,,,ZZ
,,,ZZ
,,650.0,ZZ
,,,ZZ
,,,ZZ
,570.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,800.0,,ZZ
,,,ZZ
,,1300.0,ZZ
,,,ZZ
,,,ZZ
,,,BLK
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1098.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,BLK
,,,ZZ
,8160.0,,ZZ
,,200.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,400.0,,SIL
,,1690.0,ZZ
,,,ZZ
,,,ZZ
,,150.0,ZZ
,445.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,644.0,,ZZ
,,,ZZ
,,,ZZ
,,278.0,ZZ
,1280.0,,ZZ
,,4000.0,ZZ
,,,ZZ
,1245.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,953.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,650.0,ZZ
,,1800.0,ZZ
,,1400.0,ZZ
,,,SIL
,,,ZZ
,,,ZZ
,,,ZZ
,1160.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,8040.0,,ZZ
,,,ZZ
,,1000.0,BLU
,,,ZZ
,,,ZZ
,,,ZZ
,977.0,,ZZ
,,,ZZ
,1018.0,,ZZ
,,,ZZ
,1176.0,,ZZ
,,3800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,16900.0,,ZZ
,,,ZZ
,,1600.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1000.0,BLU
,,1600.0,ZZ
,,1584.0,ZZ
,970.0,,ZZ
,,,ZZ
,,198.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1310.0,,ZZ
,,250.0,ZZ
,479.0,,ZZ
,730.0,,ZZ
,,3800.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,BLK
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,551.0,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1240.0,,ZZ
,,,ZZ
,,,ZZ
,2920.0,,ZZ
,,2500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,985.0,,ZZ
,,1200.0,SIL
,,1250.0,ZZ
,,,ZZ
,549.0,,ZZ
,,,ZZ
,1200.0,2700.0,ZZ
,,,ZZ
,1131.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,300.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,565.0,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,GRY
,,4800.0,ZZ
,,110.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,13420.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,910.0,,ZZ
,,,ZZ
,1140.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3600.0,ZZ
,1306.0,,ZZ
,,3600.0,ZZ
,550.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,BLK
,,,ZZ
,,1195.0,ZZ
,708.0,3000.0,ZZ
,,125.0,ZZ
,,,ZZ
,,,ZZ
,,2700.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1015.0,,ZZ
,465.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,2500.0,ZZ
,,,ZZ
,495.0,,ZZ
,14200.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1300.0,BLK
,,,ZZ
,,4800.0,ZZ
,1320.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,435.0,,BLK
,950.0,,ZZ
,,,ZZ
,,,ZZ
,,,BLK
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3200.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,150.0,ZZ
,,,ZZ
,865.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1170.0,,ZZ
,,,ZZ
,,,ZZ
,822.0,3600.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,249.0,ZZ
,,,ZZ
,,250.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,750.0,ZZ
,,,ZZ
,,,ZZ
,,3800.0,ZZ
,,,ZZ
,300.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,400.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,198.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,3200.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,300.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,230.0,ZZ
,,,ZZ
,,,ZZ
,1390.0,,ZZ
,15850.0,,ZZ
,,2400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1690.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2800.0,ZZ
,,,ZZ
,,1200.0,ZZ
,,,ZZ
,,,ZZ
,100.0,,ZZ
,,,ZZ
,,,BLK
,970.0,,ZZ
,,4000.0,ZZ
,,1200.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1450.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,668.0,,ZZ
,3825.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1312.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,510.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,714.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,986.0,,ZZ
,,125.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,300.0,,ZZ
,,,ZZ
,7230.0,,ZZ
,,,ZZ
,,,ZZ
,,2500.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,449.0,ZZ
,1166.0,,ZZ
,780.0,,ZZ
,,450.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2400.0,ZZ
,,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1300.0,PUR
,,,ZZ
,1145.0,,ZZ
,,,ZZ
,,,ZZ
,555.0,,ZZ
,,4000.0,ZZ
,,,ZZ
,820.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1600.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2000.0,ZZ
,5555.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,650.0,BLU
,,,ZZ
,820.0,,ZZ
,,3400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,125.0,ZZ
,,,ZZ
,15140.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,459.0,,ZZ
,,,ZZ
,,749.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,12660.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,975.0,,ZZ
,980.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,2100.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1400.0,,ZZ
,,,ZZ
,,1400.0,ZZ
,,,ZZ
,,2700.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,4000.0,ZZ
,,1400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,6920.0,,ZZ
,1370.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,953.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,4810.0,,ZZ
,,,ZZ
,,,ZZ
,760.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1500.0,,ZZ
,,,ZZ
,459.0,,ZZ
,,,ZZ
,,,ZZ
,1172.0,,ZZ
,,,ZZ
,,,ZZ
,1066.0,,ZZ
,,,ZZ
,,1250.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,403.0,,ZZ
,,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1868.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,900.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,370.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,440.0,ZZ
,951.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1754.0,ZZ
,,,ZZ
,,,ZZ
,,1400.0,ZZ
,,,ZZ
,501.0,,ZZ
,,,ZZ
,1560.0,,ZZ
,,,ZZ
,,1690.0,ZZ
,1230.0,,BLU
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,BLK
,,,ZZ
,410.0,,ZZ
,,,ZZ
,445.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,780.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,22300.0,9000.0,ZZ
,,,ZZ
,,1200.0,ZZ
,955.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1690.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2400.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1221.0,,ZZ
,,,ZZ
,742.0,,ZZ
,,3000.0,ZZ
,,,ZZ
,,,ZZ
,,660.0,ZZ
,,,ZZ
,,998.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3400.0,ZZ
,,3200.0,ZZ
,,,ZZ
,,,ZZ
,630.0,,ZZ
,925.0,,ZZ
,,865.0,WHI
,6660.0,,ZZ
,,1690.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,BLK
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3600.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1600.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,5000.0,ZZ
,,3800.0,ZZ
,,,ZZ
,1460.0,,ZZ
,,,ZZ
,8060.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,2000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,940.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,3200.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,250.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,400.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,1099.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,4500.0,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,360.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,675.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,109.0,ZZ
,,,ZZ
,924.0,,ZZ
,920.0,,ZZ
,,,ZZ
,,1900.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,1600.0,ZZ
,,4000.0,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
,,,ZZ
